Url,Pays,Etat,Province,Ville,Nom,Adresse,Postal,Téléphone,Email,Site,GPS
https://fre.cityhallworldwide.com/mairie-en-autriche/rathaus-hallstatt-i105190/,Autriche,Haute-Autriche,Politischer bezirk gmunden,Bad goisern,rathaus hallstatt,"seestraße 158, 4830 hallstatt, austria",4830,06134 8255,Information non disponible,http://www.hallstatt.at/,"47.56182, 13.64949"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindereamt-der-stadt-gro-gerungs-i105724/,Autriche,Basse-Autriche,Politischer bezirk zwettl,Groß-gerungs,gemeindereamt der stadt groß gerungs,"hauptpl. 18, 3920 groß gerungs, austria",3920,02812 86110,Information non disponible,http://www.gerungs.at/,"48.57438, 14.95807"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-polling-im-innkreis-i105434/,Autriche,Haute-Autriche,Politischer bezirk braunau am inn,Altheim,gemeindeamt polling im innkreis,"waghamer str. 3, 4951 polling im innkreis, austria",4951,07723 6505,Information non disponible,http://www.polling-innkreis.ooe.gv.at/,"48.2297, 13.28299"
https://fre.cityhallworldwide.com/mairie-en-autriche/old-town-hall-city-of-linz-i105325/,Autriche,Haute-Autriche,Haute-autriche (Province),Linz,old town hall / city of linz,"hauptpl. 1, 4041 linz, austria",4041,0732 7070,Information non disponible,http://www.linz.at/,"48.30608, 14.28693"
https://fre.cityhallworldwide.com/mairie-en-autriche/stadtgemeindeamt-zell-am-see-i105198/,Autriche,Salzbourg,Politischer bezirk zell am see,Zell am see,stadtgemeindeamt zell am see,"brucker bundesstraße 2, 5700 zell am see, austria",5700,06542 76614,Information non disponible,Information non disponible,"47.32328, 12.79653"
https://fre.cityhallworldwide.com/mairie-en-autriche/marktgemeindeamt-neukirchen-am-grovenediger-i105255/,Autriche,Salzbourg,Politischer bezirk zell am see,Neukirchen am großvenediger,marktgemeindeamt neukirchen am großvenediger,"marktstraße 171, 5741 neukirchen am großvenediger, austria",5741,Information non disponible,Information non disponible,Information non disponible,"47.25376, 12.27958"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeinde-saalbach-hinterglemm-i105273/,Autriche,Salzbourg,Politischer bezirk zell am see,Viehhofen,gemeinde saalbach-hinterglemm,"dorfplatz 36, 5753, austria",5753,06541 66110,Information non disponible,http://www.saalbach.or.at/,"47.37186, 12.69215"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-rauris-i105308/,Autriche,Salzbourg,Politischer bezirk zell am see,Rauris,gemeindeamt rauris,"marktstraße 30, 5661 rauris, austria",5661,Information non disponible,Information non disponible,Information non disponible,"47.22972, 12.99431"
https://fre.cityhallworldwide.com/mairie-en-autriche/stadtgemeinde-saalfelden-am-steinernen-meer-i105424/,Autriche,Salzbourg,Politischer bezirk zell am see,Saalfelden am steinernen meer,stadtgemeinde saalfelden am steinernen meer,"lofererstraße 40, 5760 saalfelden am steinernen meer, austria",5760,06582 7970,Information non disponible,http://www.saalfelden.at/,"47.42677, 12.84849"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeinde-maria-alm-am-steinernen-meer-i105539/,Autriche,Salzbourg,Politischer bezirk zell am see,Maria alm am steinernen meer,gemeinde maria alm am steinernen meer,"am gemeindepl. 3, 5761 maria alm, austria",5761,Information non disponible,Information non disponible,http://www.maria-alm.at/,"47.40672, 12.90491"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-fusch-an-der-groglocknerstrae-i105600/,Autriche,Salzbourg,Politischer bezirk zell am see,Bruck an der großglocknerstraße,gemeindeamt fusch an der großglocknerstraße,"zeller fusch 125, 5672 zeller-fusch, austria",5672,Information non disponible,Information non disponible,http://www.fusch.at/,"47.22634, 12.82452"
https://fre.cityhallworldwide.com/mairie-en-autriche/schorfling-i105363/,Autriche,Haute-Autriche,Haute-autriche (Province),Seewalchen,schörfling,"marktpl. 32, 4861 schörfling am attersee, austria",4861,07662 32550,Information non disponible,Information non disponible,"47.94653, 13.60347"
https://fre.cityhallworldwide.com/mairie-en-autriche/stadt-linz-i105551/,Autriche,Haute-Autriche,Haute-autriche (Province),Linz,stadt linz,"hauptpl., 4020 linz, austria",4020,0732 7070,Information non disponible,http://www.linz.at,"48.30595, 14.28697"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeinde-puchenau-i105557/,Autriche,Haute-Autriche,Haute-autriche (Province),Linz,gemeinde puchenau,"kirchenstraße 1, 4048 puchenau, austria",4048,0732 2210550,Information non disponible,Information non disponible,"48.31163, 14.2409"
https://fre.cityhallworldwide.com/mairie-en-autriche/neues-rathaus-magistrat-linz-i105589/,Autriche,Haute-Autriche,Haute-autriche (Province),Linz,neues rathaus / magistrat linz,"hauptstraße 1-5, 4041 linz, austria",4041,0732 7070,Information non disponible,http://www.linz.at/,"48.30976, 14.28287"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-wallsee-i105316/,Autriche,Basse-Autriche,Politischer bezirk amstetten,Strengberg,gemeindeamt wallsee,"marktpl. 2, 3313 wallsee, austria",3313,Information non disponible,Information non disponible,Information non disponible,"48.16711, 14.7157"
https://fre.cityhallworldwide.com/mairie-en-autriche/marktgemeinde-waldhausen-im-strudengau-i105256/,Autriche,Basse-Autriche,Politischer bezirk melk,Nöchling,marktgemeinde waldhausen im strudengau,"markt 14, 4391 waldhausen im strudengau, austria",4391,07260 4255,Information non disponible,http://www.waldhausen.at/,"48.27411, 14.94737"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeinde-mitterkirchen-im-machland-i105484/,Autriche,Basse-Autriche,Politischer bezirk amstetten,Strengberg,gemeinde mitterkirchen im machland,"mitterkirchen 50, 4343 mitterkirchen im machland, austria",4343,07269 82550,Information non disponible,http://www.mitterkirchen.at/,"48.18528, 14.71152"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeinde-koglhof-i105315/,Autriche,Haute-Autriche,Politischer bezirk gmunden,Bad ischl,gemeinde koglhof,"aschau, 5351, austria",5351,Information non disponible,Information non disponible,Information non disponible,"47.71271, 13.55676"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-scharnstein-i105391/,Autriche,Haute-Autriche,Politischer bezirk gmunden,Scharnstein,gemeindeamt scharnstein,"hauptstraße 13, 4644 scharnstein, austria",4644,07615 7096,Information non disponible,Information non disponible,"47.90459, 13.96142"
https://fre.cityhallworldwide.com/mairie-en-autriche/stadtamt-gmunden-i105571/,Autriche,Haute-Autriche,Politischer bezirk gmunden,Gmunden,stadtamt gmunden,"rathauspl. 1, 4810 gmunden, austria",4810,07612 7940,Information non disponible,http://www.gmunden.at/,"47.91804, 13.79918"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-traunkirchen-i105696/,Autriche,Haute-Autriche,Politischer bezirk gmunden,Ebensee,gemeindeamt traunkirchen,"ortspl. 1, 4801 traunkirchen, austria",4801,07617 22550,Information non disponible,http://www.traunkirchen.at/,"47.84492, 13.79035"
https://fre.cityhallworldwide.com/mairie-en-autriche/marktgemeindereamt-bad-goisern-i105714/,Autriche,Haute-Autriche,Politischer bezirk gmunden,Bad goisern,marktgemeindereamt bad goisern,"untere marktstraße 1, 4822, austria",4822,Information non disponible,Information non disponible,Information non disponible,"47.64083, 13.61656"
https://fre.cityhallworldwide.com/mairie-en-autriche/stadtamt-enns-i105683/,Autriche,Haute-Autriche,Politischer bezirk linz land,Enns,stadtamt enns,"hauptpl. 11, 4470 enns, austria",4470,07223 821810,Information non disponible,http://www.enns.at/,"48.21453, 14.47977"
https://fre.cityhallworldwide.com/mairie-en-autriche/stadtgemeinde-bad-leonfelden-i105387/,Autriche,Haute-Autriche,Politischer bezirk urfahr umgebung,Bad leonfelden,stadtgemeinde bad leonfelden,"hauptpl. 1, 4190 bad leonfelden, austria",4190,07213 6565,Information non disponible,http://www.bad-leonfelden.ooe.gv.at/,"48.52269, 14.29293"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-sankt-johann-am-wimberg-i105502/,Autriche,Haute-Autriche,Politischer bezirk urfahr umgebung,Herzogsdorf,gemeindeamt sankt johann am wimberg,"st. johann am wimberg 10, 4172 st. johann am wimberg, austria",4172,07217 7155,Information non disponible,http://www.stjohannamwimberg.at/,"48.48774, 14.12951"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeinde-sankt-georgen-an-der-gusen-i105531/,Autriche,Haute-Autriche,Politischer bezirk urfahr umgebung,Steyregg,gemeinde sankt georgen an der gusen,"in der au 19, 4222 st. georgen an der gusen, austria",4222,07237 2278,Information non disponible,http://www.st-georgen-gusen.at/,"48.27771, 14.44749"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeinde-herzogsdorf-i105628/,Autriche,Haute-Autriche,Politischer bezirk urfahr umgebung,Herzogsdorf,gemeinde herzogsdorf,"kirchenpl. 10, 4175 herzogsdorf, austria",4175,07231 22550,Information non disponible,http://www.herzogsdorf.ooe.gv.at/,"48.43026, 14.11231"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-hirschbach-im-muhlkreis-i105671/,Autriche,Haute-Autriche,Politischer bezirk urfahr umgebung,Ottenschlag im mühlkreis,gemeindeamt hirschbach im mühlkreis,"museumsweg 5, 4242 unterhirschgraben, austria",4242,07948 87010,Information non disponible,http://www.hirschbach.ooe.gv.at/,"48.48734, 14.41317"
https://fre.cityhallworldwide.com/mairie-en-autriche/marktgemeindeamt-herzogsdorf-i127601/,Autriche,Haute-Autriche,Politischer bezirk urfahr umgebung,Herzogsdorf,marktgemeindeamt herzogsdorf,"kirchenpl. 10, 4175 herzogsdorf, austria",4175,07231 2255,Information non disponible,http://www.herzogsdorf.ooe.gv.at/,"48.43027, 14.11238"
https://fre.cityhallworldwide.com/mairie-en-autriche/municipal-office-i105278/,Autriche,Haute-Autriche,Politischer bezirk vöcklabruck,Zell am pettenfirst,municipal office,"puchkirchen 3, 4849, austria",4849,Information non disponible,Information non disponible,Information non disponible,"48.04422, 13.57232"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-der-marktgemeinde-lenzing-i105298/,Autriche,Haute-Autriche,Politischer bezirk vöcklabruck,Lenzing,gemeindeamt der marktgemeinde lenzing,"johann-böhm-straße 4, 4860 lenzing, austria",4860,Information non disponible,Information non disponible,Information non disponible,"47.97293, 13.60438"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeinde-steinbach-am-attersee-i105331/,Autriche,Haute-Autriche,Politischer bezirk vöcklabruck,Steinbach am attersee,gemeinde steinbach am attersee,"weissenbach am attersee 4, 4854 gmauret, austria",4854,Information non disponible,Information non disponible,Information non disponible,"47.81038, 13.54777"
https://fre.cityhallworldwide.com/mairie-en-autriche/stadt-bauhof-schwanenstadt-i105375/,Autriche,Haute-Autriche,Politischer bezirk vöcklabruck,Schwanenstadt,städt. bauhof schwanenstadt,"stadtpl. 54, 4690, austria",4690,07673 75576,Information non disponible,Information non disponible,"48.0582, 13.78189"
https://fre.cityhallworldwide.com/mairie-en-autriche/schlatt-i105384/,Autriche,Haute-Autriche,Politischer bezirk vöcklabruck,Schlatt,schlatt,"schlatt 15, 4691 schlatt, austria",4691,07673 2355,Information non disponible,http://www.schlatt.at/,"48.07096, 13.78753"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-der-marktgemeinde-sankt-georgen-im-attergau-i105415/,Autriche,Haute-Autriche,Politischer bezirk vöcklabruck,Sankt georgen im attergau,gemeindeamt der marktgemeinde sankt georgen im attergau,"attergaustraße 21, 4880 st. georgen im attergau, austria",4880,07667 6255,Information non disponible,http://www.st-georgen-attergau.ooe.gv.at/,"47.93332, 13.49077"
https://fre.cityhallworldwide.com/mairie-en-autriche/marktgemeinde-gaspoltshofen-i105425/,Autriche,Haute-Autriche,Politischer bezirk vöcklabruck,Niederthalheim,marktgemeinde gaspoltshofen,"hauptstraße 53, 4673 gaspoltshofen, austria",4673,07735 6954,Information non disponible,http://www.gaspoltshofen.info/,"48.14003, 13.7356"
https://fre.cityhallworldwide.com/mairie-en-autriche/marktgemeindeamt-ampflwang-im-hausruckwald-i105674/,Autriche,Haute-Autriche,Politischer bezirk vöcklabruck,Zell am pettenfirst,marktgemeindeamt ampflwang im hausruckwald,"hausruckstraße 12, 4843 ampflwang im hausruckwald, austria",4843,07675 40100,Information non disponible,http://www.ampflwang.at/,"48.09365, 13.56678"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-weyregg-i127612/,Autriche,Haute-Autriche,Politischer bezirk vöcklabruck,Attersee,gemeindeamt weyregg,"weyregger str. 69, 4852 weyregg am attersee, austria",4852,07664 2262,Information non disponible,http://www.weyregg.at/,"47.90092, 13.56983"
https://fre.cityhallworldwide.com/mairie-en-autriche/margarethenplatz-i105404/,Autriche,Haute-Autriche,Politischer bezirk steyr-land,Bad hall,margarethenplatz,"margarethenpl., 4540 bad hall, austria",4540,Information non disponible,Information non disponible,Information non disponible,"48.03582, 14.20431"
https://fre.cityhallworldwide.com/mairie-en-autriche/bad-hall-i105326/,Autriche,Haute-Autriche,Politischer bezirk steyr-land,Bad hall,bad hall,"4540 bad hall, austria",4540,Information non disponible,Information non disponible,Information non disponible,"48.03807, 14.20886"
https://fre.cityhallworldwide.com/mairie-en-autriche/rathaus-neu-i105647/,Autriche,Basse-Autriche,Politischer bezirk amstetten,Haag,rathaus neu,"hauptpl. 6, 3350 haag, austria",3350,Information non disponible,Information non disponible,Information non disponible,"48.11194, 14.56569"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-weistrach-i105239/,Autriche,Basse-Autriche,Politischer bezirk amstetten,Weistrach,gemeindeamt weistrach,"weistrach 8, 3351 weistrach, austria",3351,Information non disponible,Information non disponible,Information non disponible,"48.05554, 14.58389"
https://fre.cityhallworldwide.com/mairie-en-autriche/waldneukirchen-i105252/,Autriche,Haute-Autriche,Politischer bezirk steyr-land,Waldneukirchen,waldneukirchen,"waldneukirchen, 4595, austria",4595,Information non disponible,Information non disponible,Information non disponible,"47.99914, 14.25961"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-losenstein-i105441/,Autriche,Haute-Autriche,Politischer bezirk steyr-land,Losenstein,gemeindeamt losenstein,"eisenstr. 45, 4460, austria",4460,07255 6000,Information non disponible,http://www.losenstein.ooe.gv.at/,"47.92612, 14.43251"
https://fre.cityhallworldwide.com/mairie-en-autriche/bestattungsanstalt-d-marktgemeinde-sierning-i105354/,Autriche,Haute-Autriche,Politischer bezirk steyr-land,Sierning,bestattungsanstalt d marktgemeinde sierning,"kirchenpl. 1/zimmer 4, 4522 sierning, austria",4522,07259 225542,Information non disponible,http://www.sierning.at/system/web/abteilung.aspx?menuonr=218359721&detailonr=3798,"48.04491, 14.30922"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeinde-pasching-i105292/,Autriche,Haute-Autriche,Politischer bezirk linz land,Pasching,gemeinde pasching,"leondinger str. 10, 4061 pasching, austria",4061,07221 88515,Information non disponible,http://www.pasching.at/,"48.2588, 14.21006"
https://fre.cityhallworldwide.com/mairie-en-autriche/krottendorf-i105577/,Autriche,Haute-Autriche,Politischer bezirk steyr-land,Bad hall,krottendorf,"krottendorf, 4532, austria",4532,Information non disponible,Information non disponible,Information non disponible,"48.07517, 14.21741"
https://fre.cityhallworldwide.com/mairie-en-autriche/au-i121280/,Autriche,Haute-Autriche,Politischer bezirk kirchdorf an der krems,Kremsmünster,au,"au, austria",6883,Information non disponible,Information non disponible,Information non disponible,"48.06812, 14.16894"
https://fre.cityhallworldwide.com/mairie-en-autriche/sonntagberg-i105344/,Autriche,Haute-Autriche,Politischer bezirk kirchdorf an der krems,Kremsmünster,sonntagberg,"sonntagberg, 4550 kremsmünster, austria",4550,Information non disponible,Information non disponible,Information non disponible,"48.05649, 14.12784"
https://fre.cityhallworldwide.com/mairie-en-autriche/marktgemeinde-bad-schallerbach-i105713/,Autriche,Haute-Autriche,Politischer bezirk grieskirchen,Bad schallerbach,marktgemeinde bad schallerbach,"rathauspl. 1, 4701 bad schallerbach, austria",4701,07249 485550,Information non disponible,http://www.bad-schallerbach.at/,"48.23169, 13.91969"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeinde-tweng-i105280/,Autriche,Salzbourg,Politischer bezirk tamsweg,Tweng,gemeinde tweng,"tweng 201, 5563 tweng, austria",5563,06471 217,Information non disponible,http://www.tweng.at/,"47.18935, 13.60166"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-wagrain-i105189/,Autriche,Salzbourg,Politischer bezirk sankt johann im pongau,Wagrain,gemeindeamt wagrain,"markt 14, 5602 wagrain markt, austria",5602,Information non disponible,Information non disponible,Information non disponible,"47.33286, 13.29638"
https://fre.cityhallworldwide.com/mairie-en-autriche/hallwang-i105250/,Autriche,Salzbourg,Politischer bezirk salzburg umgebung,Hallwang,hallwang,"hallwang, austria",austria,Information non disponible,Information non disponible,Information non disponible,"47.85213, 13.08144"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-scheffau-am-tennengebirge-i105390/,Autriche,Salzbourg,Politischer bezirk hallein,Scheffau am tennengebirge,gemeindeamt scheffau am tennengebirge,"scheffau am tennengebirge 50, 5440 scheffau am tennengebirge, austria",5440,06244 8442,Information non disponible,http://www.scheffau.salzburg.at/,"47.59007, 13.21159"
https://fre.cityhallworldwide.com/mairie-en-autriche/weiz-i105236/,Autriche,Styrie,Politischer bezirk weiz,Weiz,weiz,"hauptpl. 7, 8160 weiz, austria",8160,03172 2319100,Information non disponible,http://www.weiz.at/,"47.21743, 15.6225"
https://fre.cityhallworldwide.com/mairie-en-autriche/stadtgemeinde-voitsberg-i105269/,Autriche,Styrie,Politischer bezirk voitsberg,Voitsberg,stadtgemeinde voitsberg,"hauptpl. 1, 8570 voitsberg, austria",8570,03142 22170,Information non disponible,http://www.voitsberg.at/,"47.04927, 15.15006"
https://fre.cityhallworldwide.com/mairie-en-autriche/marktgemeindeamt-tieschen-i105299/,Autriche,Styrie,Politischer bezirk radkersburg,Tieschen,marktgemeindeamt tieschen,"tieschen 55, 8355 tieschen, austria",8355,03475 2301,Information non disponible,http://www.tieschen.gv.at/,"46.78692, 15.94586"
https://fre.cityhallworldwide.com/mairie-en-autriche/stadtamt-murzzuschlag-i105566/,Autriche,Styrie,Politischer bezirk mürzzuschlag,Mürzzuschlag,stadtamt mürzzuschlag,"wr. str. 9, 8680 mürzzuschlag, austria",8680,Information non disponible,Information non disponible,Information non disponible,"47.60593, 15.67278"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-der-gemeinde-teufenbach-katsch-i105195/,Autriche,Styrie,Politischer bezirk murau,Teufenbach,gemeindeamt der gemeinde teufenbach-katsch,"teufenbach 14, 8833 teufenbach, austria",8833,03582 2408,Information non disponible,http://www.teufenbach-katsch.gv.at/,"47.13042, 14.35916"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-grobming-i105465/,Autriche,Styrie,Politischer bezirk liezen,Gröbming,gemeindeamt gröbming,"hauptpl. 200, 8962 gröbming, austria",8962,Information non disponible,Information non disponible,Information non disponible,"47.44335, 13.9022"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-sankt-peter-freienstein-i105286/,Autriche,Styrie,Politischer bezirk leoben,Sankt peter-freienstein,gemeindeamt sankt peter-freienstein,"gemeindegasse 1, 8792 st. peter-freienstein, austria",8792,03842 229220,Information non disponible,Information non disponible,"47.39853, 15.03251"
https://fre.cityhallworldwide.com/mairie-en-autriche/spielberg-bei-knittelfeld-pausendorf-i105196/,Autriche,Styrie,Politischer bezirk knittelfeld,Spielberg bei knittelfeld,spielberg bei knittelfeld-pausendorf,"marktpassage 1, 8724, austria",8724,03512 75230,Information non disponible,http://www.spielberg.at/,"47.20785, 14.79702"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-sankt-johann-am-tauern-i105413/,Autriche,Styrie,Politischer bezirk judenburg,Sankt johann am tauern,gemeindeamt sankt johann am tauern,"sonnseite 138, 8765 st. johann am tauern sonnseite, austria",8765,03575 201,Information non disponible,Information non disponible,"47.35703, 14.46956"
https://fre.cityhallworldwide.com/mairie-en-autriche/stadtgemeinde-friedberg-i105406/,Autriche,Styrie,Politischer bezirk hartberg,Friedberg,stadtgemeinde friedberg,"hauptpl. 20, 8240 friedberg, austria",8240,03339 251100,Information non disponible,http://www.friedberg.at/,"47.44122, 16.05758"
https://fre.cityhallworldwide.com/mairie-en-autriche/st-bartholoma-i105323/,Autriche,Styrie,Politischer bezirk graz umgebung,Sankt bartholomä,st. bartholomä,"st. bartholomä 77, 8113 st. bartholomä, austria",8113,03123 2227,Information non disponible,http://www.st-bartholomae.gv.at/,"47.06874, 15.25701"
https://fre.cityhallworldwide.com/mairie-en-autriche/stadtgemeinde-furstenfeld-i105702/,Autriche,Styrie,Politischer bezirk fürstenfeld,Fürstenfeld,stadtgemeinde fürstenfeld,"augustinerpl. 1, 8280 fürstenfeld, austria",8280,03382 524010,Information non disponible,http://www.fuerstenfeld.at/,"47.05153, 16.07426"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-poppendorf-i105290/,Autriche,Styrie,Politischer bezirk feldbach,Poppendorf,gemeindeamt poppendorf,"poppendorf 100, 8342 poppendorf, austria",8342,03151 8548,Information non disponible,Information non disponible,"46.86471, 15.85586"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeinde-krusdorf-i105319/,Autriche,Styrie,Politischer bezirk feldbach,Krusdorf,gemeinde krusdorf,"krusdorf 100, 8345 krusdorf, austria",8345,03473 7846,Information non disponible,Information non disponible,"46.83902, 15.86343"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-kornberg-i105433/,Autriche,Styrie,Politischer bezirk feldbach,Riegersburg,gemeindeamt kornberg,"bergl 61, 8333 bergl, austria",8333,Information non disponible,Information non disponible,Information non disponible,"46.99202, 15.92261"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-hatzendorf-i105482/,Autriche,Styrie,Politischer bezirk feldbach,Hatzendorf,gemeindeamt hatzendorf,"hatzendorf 150, 8361 hatzendorf, austria",8361,0664 1135204,Information non disponible,http://www.hatzendorf.info/,"46.97818, 16.00314"
https://fre.cityhallworldwide.com/mairie-en-autriche/marktgemeinde-paldau-i105491/,Autriche,Styrie,Politischer bezirk feldbach,Paldau,marktgemeinde paldau,"paldau 41, 8341 paldau, austria",8341,03150 5110,Information non disponible,Information non disponible,"46.94088, 15.79733"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-baumgarten-bei-gnas-i105582/,Autriche,Styrie,Politischer bezirk feldbach,Baumgarten bei gnas,gemeindeamt baumgarten bei gnas,"wörth 11, 8342 wörth, austria",8342,03151 51510,Information non disponible,Information non disponible,"46.90464, 15.76585"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-fladnitz-im-raabtal-i105675/,Autriche,Styrie,Politischer bezirk feldbach,Fladnitz im raabtal,gemeindeamt fladnitz im raabtal,"fladnitz im raabtal 201, 8322 fladnitz im raabtal, austria",8322,03115 2295,Information non disponible,Information non disponible,"46.99229, 15.78333"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeinde-haselsdorf-tobelbad-i105362/,Autriche,Styrie,Politischer bezirk graz umgebung,Lieboch,gemeinde haselsdorf-tobelbad,"karl-hohl-straße 67, 8144 badegg, austria",8144,03136 61905,Information non disponible,http://www.haselsdorf-tobelbad.gv.at/,"46.98955, 15.35317"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindere-sankt-oswald-bei-plankenwarth-i105400/,Autriche,Styrie,Politischer bezirk graz umgebung,Sankt oswald bei plankenwarth,gemeindere sankt oswald bei plankenwarth,"sankt oswald, 8113 st. oswald bei plankenwarth, austria",8113,Information non disponible,Information non disponible,Information non disponible,"47.07494, 15.28164"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-langegg-i105405/,Autriche,Styrie,Politischer bezirk graz umgebung,Langegg bei graz,gemeindeamt langegg,"obergoggitsch 2a, 8323 langegg bei graz, austria",8323,Information non disponible,Information non disponible,Information non disponible,"47.05019, 15.65347"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeinde-gratwein-i105656/,Autriche,Styrie,Politischer bezirk graz umgebung,Gratwein,gemeinde gratwein,"hauptpl. 5, 8112 gemeinde gratwein, austria",8112,Information non disponible,Information non disponible,Information non disponible,"47.12949, 15.31828"
https://fre.cityhallworldwide.com/mairie-en-autriche/feuerwehrhalle-i105687/,Autriche,Styrie,Politischer bezirk graz umgebung,Eisbach,feuerwehrhalle,"8103, austria",8103,Information non disponible,Information non disponible,Information non disponible,"47.136, 15.28411"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-buch-geiseldorf-i105412/,Autriche,Styrie,Politischer bezirk hartberg,Sebersdorf,gemeindeamt buch-geiseldorf,"geiseldorf, 8274 geiseldorf, austria",8274,Information non disponible,Information non disponible,Information non disponible,"47.22797, 15.99128"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-neustift-an-der-lafnitz-i105431/,Autriche,Styrie,Politischer bezirk hartberg,Lafnitz,gemeindeamt neustift an der lafnitz,"neustift an der lafnitz 3, 7423 neustift an der lafnitz, austria",7423,03338 3050,Information non disponible,http://www.neustift-lafnitz.at,"47.36837, 16.01969"
https://fre.cityhallworldwide.com/mairie-en-autriche/marktgemeinde-pinggau-i105476/,Autriche,Styrie,Politischer bezirk hartberg,Pinggau,marktgemeinde pinggau,"hauptpl. 1, 8243 pinggau, austria",8243,03339 2515213,Information non disponible,Information non disponible,"47.44416, 16.06507"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeinde-neustift-an-der-lafnitz-i105570/,Autriche,Styrie,Politischer bezirk hartberg,Lafnitz,gemeinde neustift an der lafnitz,"neustift an der lafnitz 3, 7423 neustift an der lafnitz, austria",7423,03338 30500,Information non disponible,http://www.neustift-lafnitz.at/index.php?option=com_content&view=category&layout=blog&id=37&itemid=78,"47.36829, 16.01961"
https://fre.cityhallworldwide.com/mairie-en-autriche/marktgemeinde-kaindorf-bei-hartberg-i105604/,Autriche,Styrie,Politischer bezirk hartberg,Kaindorf,marktgemeinde kaindorf bei hartberg,"kaindorf 29, 8224 kaindorf bei hartberg, austria",8224,Information non disponible,Information non disponible,Information non disponible,"47.22505, 15.909"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-hirnsdorf-i105605/,Autriche,Styrie,Politischer bezirk hartberg,Kaibing,gemeindeamt hirnsdorf,"hirnsdorf 125, 8221 hirnsdorf, austria",8221,03113 8866,Information non disponible,Information non disponible,"47.19387, 15.82717"
https://fre.cityhallworldwide.com/mairie-en-autriche/gemeindeamt-tiefenbach-bei-kaindorf-i105701/,Autriche,Styrie,Politischer bezirk hartberg,Kaindorf,gemeindeamt tiefenbach bei kaindorf,"kaindorf, 8224, austria",8224,03334 2285,Information non disponible,Information non disponible,"47.23073, 15.91479"
https://fre.cityhallworldwide.com/mairie-en-autriche/kulmlandhalle-gemeindeamt-kulm-bei-weiz-keltendorf-i127587/,Autriche,Styrie,Politischer bezirk hartberg,Siegersdorf bei herberstein,kulmlandhalle gemeindeamt kulm bei weiz keltendorf,"rohrbach am kulm 80, 8212 rohrbach am kulm, austria",8212,03113 2212,Information non disponible,http://www.pischelsdorf.com/,"47.1936, 15.77557"
https://fre.cityhallworldwide.com/mairie-en-autriche/rabenwald-i127590/,Autriche,Styrie,Politischer bezirk hartberg,Rabenwald,rabenwald,"rabenwald 180, 8225 rabenwald, austria",8225,03335 2081,Information non disponible,Information non disponible,"47.2935, 15.80837"
