price,review,title
"439,00","4,3 sur 5 étoiles","CHUWI Ordinateur Portable Tactile 13,3'' FHD PC Portable Utra Léger LarkBook( 256 Go SSD,8 Go RAM,Intel Celeron N4120,Intel UHD Graphics)-WiFi, Mini HDMI, USB Type-C, Stéréo DTS, Laptop Windows 10"
,"3,8 sur 5 étoiles","LincPlus P2 Ordinateur Portable,14'' Windows 10 S 4 Go RAM 64 Go eMMC Netbook, 1080P Full HD IPS Intel Celeron N3350 PC, Clavier Français AZERTY"
"47,80",,hjh OFFICE Comfiap 830056 Tapis pour ordinateur portable en bambou Gris 55 x 36 cm
,"4,7 sur 5 étoiles","Mydours Tapis de Bureau en Cuir PU Tapis de Souris Gaming - 95 x 40 cm - Bureau Pad et Protection d'écran Souris Pad pour Souris, Clavier, PC, Ordinateurs et Ordinateurs Portables - Violet Foncé"
"7,79","4,5 sur 5 étoiles",deleyCON 2X OTG Adaptateur USB Type C vers USB pour pour Smartphones Tablettes Ordinateurs Portables - Blanc
,"4,1 sur 5 étoiles","CHUWI PC Ordinateur Portable 14 Pouces 2K QHD Laptop Windows 10 GemiBook Pro (256Go SSD, 8Go RAM, Intel Celeron J4125 2.7Ghz+Intel UHD Graphics ) 2.4/5G WiFi,2160*1440 IPS,Clavier Rétro-éclairé"
,"4,1 sur 5 étoiles",Ordinateur Portable Laptop Intel Celeron J4125 CPU 15.6 inch IPS Screen Up to 2.3GHz 1920*1080 Resolution Windows 10 System WiFi PC (8GB RAM+256GB SSD)
"699,00","5,0 sur 5 étoiles",Ordinateur Portable HP 17-CN0477NF i5 8G 512SSD
"998,50","4,4 sur 5 étoiles","Acer Nitro 5 AN517-52-577P Ordinateur Portable Gaming 17.3"" Full HD, PC Portable Gamer (Intel Core i5-10300H, RAM 8Go, SSD 512Go, NVIDIA GeForce GTX 1650Ti 4 Go, Windows 10) - Noir - Clavier Azerty"
"849,00","4,3 sur 5 étoiles","Lenovo IdeaPad 5i Ordinateur Portable Ultraslim 15.6'' Full HD Gris graphite (Intel Core i5 11e gén, RAM 8Go, SSD 256Go, Intel Iris Xe Graphics, Windows 10) - Clavier AZERTY (français)"
"167,99","2,9 sur 5 étoiles","Ba30DEllylelly Ordinateur à écran IPS d'ordinateur Portable de 13,3 Pouces 2 + 32 Go 4 Core Windows 10 avec 4 Films de Clavier nationaux WiFi"
"1 518,71","2,9 sur 5 étoiles","MSI GP66 Leopard 10UE-484XES Ordinateur Portable 15,6"" FullHD 144Hz (Intel Core i7-10750H, 16Go RAM, 1 to SSD, Nvidia RTX3060-6GB, Free Dos) Noir Clavier QWERTY Espagnol"
"389,00","4,1 sur 5 étoiles","CHUWI Pc Portable GemiBook Ultrabook 13 Pouces Intel Celeron J4115 Win10 jusqu'à 2,5 GHz 12 Go de RAM 256 Go SSD 2160 x 1440 2K, Type-C 2,4 G / 5 G WiFi 38W"
,"4,6 sur 5 étoiles",Portable ACER SF114-33-P11Y Rose Intel Pentium Silver N5030 4Go DDR4 64Go eMMc Intel UHD Graphics 605 14'' FHD IPS Win10F Mode S DAS0.96
"499,99","3,4 sur 5 étoiles","ALLDOCUBE i7Book Ordinateur Portable, Laptop 14,1 Pouces, processeur Intel i7-6660U, 8 Go RAM, 256 Go SSD, Windows 10, Buletooth 4.2, Type C, USB 3.0"
"840,43","4,0 sur 5 étoiles","Dell Inspiron 15 5505 Ordinateur portable 15,6'' FHD Silver Processeur mobile AMD Ryzen 7 4700U 8 Go de RAM SSD 512 Go Graphiques intégrés avec AMD APU W10 Home Clavier AZERTY Français rétroéclairé"
"299,99","4,3 sur 5 étoiles","Jumper Ordinateur Portable Microsoft Office 365 (4 Go DDR3 128 Go eMMC Windows 10 Laptop 13,3""FHD, Intel CPU, Dual Band WiFi, Bluetooth 4.2,PC Portable SSD évolutif de 1 To et carte TF de 256 Go)"
"154,96","3,0 sur 5 étoiles","Anitech®Netbook Ordinateur Portable Ultrabook Android 4.2 HDMI(WiFi-SD-MMC),Sac d'ordinateur Portable+Souris +Adapter +Carte SD+Lecteur de Carte(5 PCS Accessoires)"
,"3,3 sur 5 étoiles","Dell XPS 13 9305 Intel Core i7-1165G7 EVO Ordinateur portable 13,3"" Full HD Platinum silver 8Go de RAM SSD 512Go Intel Iris Xe - UMA Graphics Windows 10 Home Clavier AZERTY Français rétroéclairé"
,"3,3 sur 5 étoiles","Dell XPS 13 9305 Intel Core i7-1165G7 EVO Ordinateur portable 13,3"" Full HD Platinum silver 8Go de RAM SSD 512Go Intel Iris Xe - UMA Graphics Windows 10 Home Clavier AZERTY Français rétroéclairé"
"31,99","4,5 sur 5 étoiles","Cacoy Tapis de Souris Gaming, Tapis de Bureau en Cuir PU - 100 x 40 cm - Bureau Pad et Protection d'écran Souris Pad pour Souris, Clavier, PC, Ordinateurs et Ordinateurs Portables - Noir"
"139,96","2,2 sur 5 étoiles","Anitech®Netbook Ordinateur Portable Ultrabook Android 4.2 HDMI(WiFi-SD-MMC),Sac d'ordinateur Portable+Souris +Adapter +Carte SD+Lecteur de Carte(5 PCS Accessoires)"
"249,99","5,0 sur 5 étoiles","KUU SBOOKM Ordinateur Portable 13,3"", PC Portable Intel Atom x7-E3950, 6Go DDR3 RAM 128Go SSD Laptop, Windows 10 Ultra-FI Notebook PC avec USB3.0, HDMI, Bluetooth 4.0, FHD Écran"
"348,99","3,3 sur 5 étoiles","Ordinateur Portable 15.6 Pouces FHD 1920*1080, GOODTEL B3 Netbook avec Intel® Celeron 8 Go RAM 256 Go SSD Windows 10 Pro 64 Bits, SD/TF 512 Go, WiFi 2.4G et 5G/Bluetooth/HDMI, avec Souris, Argent"
,"4,3 sur 5 étoiles",Acer – Chromebook – Ordinateur portable Écran tactile 15 pouces Full HD 64G eMMC + 4GB RAM argent/noir - Clavier QWERTZ
"676,77",,"HP Ordinateur portable 15,6"" HD Micro-Edge Intel 4-Core Pentium Silver N5030 jusqu'à 3,10 GHz, RAM 16 Go, SSD 1 To, WebCam, USB-C, Ethernet, Pad, HDMI, Myrtix, Win 10 Home S"
"1 553,20","4,2 sur 5 étoiles","HP OMEN 15-ek1004sf PC Portable Gaming 15.6"" FHD IPS 144 Hz Noir (Intel Core i7, RAM 16 Go, SSD 512 Go, Nvidia GeForce RtX 3060 6 Go, AZERTY, Windows 10)"
"349,99",,"KUU 2-en-1 Ordinateur Portable LePad 12"", Intel Celeron N3450 Tablettes Tactile, 2160 x 1440 IPS écran, 8Go DDR4 RAM 256Go SSD PC Portable, Laptop Windows 10 avec clavier magnétique détachable, Type C"
,"3,0 sur 5 étoiles","TOPOSH PC Ordinateur Portable Notebook 12,5 Pouces 4Go RAM+64Go SSD Intel Celeron N3350 Dual-Core Graphique 1.1 GHz, Laptop avec Clavier US- Rose"
,"5,0 sur 5 étoiles","iProda Ordinateur portable 14"" Intel Celeron 5205U, 1,90 GHz, Windows10 Pro Ordinateur portable, 8 Go RAM 256 Go SSD, 1920 x 1080 FHD, HDMI, WiFi, Ordinateur portable avec clavier espagnol"
"29,99","4,3 sur 5 étoiles","Dtk® 752237-001 HSTNN-IB5S HSTNN-UB5M LA04 TPN-Q129 TPN-Q130 TPN-Q131 728460-001 Batterie pour HP 248 G1 340 G1 350 G1 Pavilion 14 15 TouchSmart 14 15 Notebook,14.8V 2600mAh"
"966,28","4,4 sur 5 étoiles","Samsung Galaxy Book S Ordinateur Portable (processeur Intel Core, RAM de 8 Go, SSD de 256 Go, Windows 10 Famille)"
,"4,4 sur 5 étoiles","Dell Inspiron 14 5402 Intel Core i5-1135G7 Ordinateur portable 14,0"" Full HD Platinum silver 8Go de RAM SSD 512Go Intel Iris Xe UMA Graphics Windows 10 Home SH Clavier AZERTY Français rétroéclairé"
"229,00","2,0 sur 5 étoiles","HP EliteBook 8440p Ordinateur portable 14"" Intel Core i5 540 m 4 Go DDR3 RAM 120 Go SSD Solid State Disk Windows 10 Pré-installé et activé - Ordinateur portable avec webcam (Renewed)"
,"3,9 sur 5 étoiles","TECLAST F15 Plus Ordinateur Portable, 15,6"" PC Portable, Intel Celeron N4120, RAM 8Go, SSD 256Go, Full HD IPS 1080P, 4K, Quad Core, 64 Bits, Windows 10 Home, 38000mWh, Mini-HDMI, QWERTY"
,"4,9 sur 5 étoiles","HP 17 - 17,3"" HD+ - Ryzen 5 3500U - 16 Go de RAM - SSD 1000 Go - Lecteur DVD - Windows 10 Pro #avec souris sans fil et sacoche pour ordinateur portable"
"766,28",,"Lenovo ThinkBook 15 IIL Ordinateur Portable 15,6"" FHD (Intel Core i5-1035G1, 8 Go RAM, 256 Go SSD, Windows 10 Pro, Gris) - Clavier AZERTY Rétroéclairé"
,,"Dell Precision 3560 Ordinateur Portable 15.6"" Full HD Gris Intel Core i7-1165G7, 16Go de RAM, 512Go SSD, Nvidia Quadro T500 2GB Clavier AZERTY Français rétroéclairé, Windows 10 Professionnel Grey"
"345,00","4,2 sur 5 étoiles","Samsung Chromebook 4+ - Laptop 64GB, 4GB RAM, Silver Titan"
"379,99","3,9 sur 5 étoiles","XIDU Tour Pro PC Portable 12,5 Pouces IPS 2K Écran NanoEdge Ordinateur Portable Tactile - Gris Sidéral (Intel Celeron 3867U, 8 Go RAM, 128 Go eMMC, Intel HD Graphics 610, Windows 10, Clavier QWERTY)"
"339,99",,"SGIN Ordinateur Portable 14.1 Pouces FullHD（4 Go DDR4 128 Go SSD Notebook, Windows 10, Intel Celeron N4020 CPU, Bi-Bande WiFi, USB3.0, Bluetooth 4.2, Carte TF Extensible de 1 to"
"1 440,28","4,7 sur 5 étoiles","Dell Latitude 7410 Ordinateur Portable 14"" Full HD Noir (Intel Core i5-10310U, 8Go de RAM, 256Go SSD, Intel UHD) Clavier AZERTY Français, Windows 10 Professionnel"
"1 002,99","5,0 sur 5 étoiles","Lenovo ThinkBook 13s Gris Ordinateur Portable 33,8 cm (13.3"") 1920 x 1080 Pixels 10e génération de processeurs Intel® Core i5 16 Go DDR4-SDRAM 512 Go SSD Windows 10 Pro ThinkBook 13s,"
"1 599,00","4,2 sur 5 étoiles","HP Spectre x360 13-aw2000sf PC Ultraportable Convertible et Tactile 13.3"" FHD IPS Bleu (Intel Evo Core i7, RAM 16 Go, SSD 1 To, Iris Xe, AZERTY, Windows 10)"
,"4,6 sur 5 étoiles","Lenovo IdeaPad Gaming 3 15IMH05 Ordinateur Portable 15.6'' FHD Noir (Intel Core i5, RAM 8Go, SSD 512Go, NVIDIA GeForce GTX 1650 Ti , Windows 10) - Clavier AZERTY (français)"
"1 104,98","4,4 sur 5 étoiles","Dell Inspiron 13 2-en-1 7306 Intel Core i7-1165G7 EVO Ordinateur Portable 13"" Full HD Tactile Platinum Silver 16Go de RAM 512 Go SSD Intel Iris XE - UMA Windows 10 Home Clavier AZERTY Français"
"33,99","4,6 sur 5 étoiles","HUANUO Plateau pour Ordinateur Portable avec Coussin, Tapis de Souris &amp; Repose-Poignet intégrés pour Ordinateur Portable jusqu'à 17"" avec Support pour Tablette, Stylo &amp; Téléphone"
"279,77",,"Ordinateur portable 13,3"" 6 Go RAM 128 Go SSD Intel Celeron_j3455 Quad Core CPU avec Dual Band 5G + 2,4 Ghz WiFi HDMI Windows 10"
"256,26",,"PC Ordinateur Portable Windows 10 14.1 Pulgadas , Intel HD Graphics Notebook, 4GB+64GB/2 TB Espandibile Laptop , Graphiques intégrés, 1920 * 1080 Ultrabook 2.3 GHZ WiFi/HDMI/Bluetooth"
"538,19","4,5 sur 5 étoiles","Microsoft Surface Laptop Go (Windows 10, écran tactile 12,45"", Intel Core i5, 4 Go RAM, 64 Go eMMC, Platine, clavier QWERTY allemand) L'ordinateur portable Surface le plus léger"
"559,42","3,1 sur 5 étoiles","HP 255 G7 Ordinateur Portable 15.6 HD LED, Amd A4 , RAM 8 Go, ssd m.2 256 Go, Complet de Windows 10 Professional (Clavier QWERTY italien)"
"1 399,00",,"Acer Predator Helios 300 PH317-55-531J Intel Core i5 Ordinateur Portable Gaming 17,3'' FHD IPS 144 Hz, PC Portable Gamer (NVIDIA GeForce RTX 3060, RAM 16 Go, 512 Go SSD, Windows 10), Noir"
"319,99","4,2 sur 5 étoiles",HP Probook 11 EE G2 – Intel 3855U | 4 Go DDR3 | SSD 240 Go | Windows 10 Multi-Language | USB 3.0 | HDMI | WiFi | US International Clavier reconditionné
,"4,2 sur 5 étoiles","Acer Predator Helios 300 PC Portable Gamer, 15.6"" FHD IPS Ecran w/144Hz Refresh Rate, Intel 6-Core i7-8750H, GeForce GTX 1060 6GB Graphics, 16GB DDR4, 256GB NVMe SSD, Clavier QWERTY Anglais"
"349,99","3,7 sur 5 étoiles","Chuwi Gemibook Pro Laptop Full Metal Case 12 Go RAM 256 Go SSD 14"" 2K IPS clavier rétroéclairé Windows 10 original CPU Quad Core Clavier silicone inclus"
"189,89","5,0 sur 5 étoiles","Dell Chromebook 11 3180 11,6"" -16 Go SSD - Noir (Clavier au format UK) (Reconditionné)"
"1 999,00","4,7 sur 5 étoiles","Lenovo Legion 5 Pro 16ACH6H Ordinateur Portable Gaming 16"" QHD 165Hz (AMD Ryzen 7, 16 Go de RAM, 1 to SSD, NVIDIA GeForce RTX 3070, Windows 10) - Clavier AZERTY rétroéclairé"
"415,58","4,5 sur 5 étoiles","Lenovo ThinkPad X240 12.5"" 4ème génération Intel Core i5-4300U 8 Go 480 Go SSD WiFi WebCam Windows 10 Professionnel 64 bits ordinateur portable PC"
"563,55","4,5 sur 5 étoiles","Sony VAIO Série EJ VPC-EJ1J1E/B Ordinateur portable 17,3"" (43,9 cm) Intel Pentium B940 500 Go RAM 4096 Mo Windows 7 Noir"
"135,00","2,9 sur 5 étoiles",Fancy Cherry® Nouvelle 2017 HD 10 Pouces Mini Ordinateur Portable Netbook Tablette Ordinateur 1 G DDR3 sur wm8880 CPU Dual Core Android écran WiFi Caméra Clavier USB HDMI Netbook 8G- (Netbook 8G-Rosa)
"4 638,58",,"LENOVO - WORKSTATION TOPSELLER THINKPAD P17 17,3"" I7-10875H 32 Go 1 to WIN10 Pro NOOD Ordinateur Portable 20SN0017FR"
"159,99","4,1 sur 5 étoiles","WIMAXIT Écran Portable 15,6"" 1920 × 1080 Full HD IPS avec HDMI pour Ordinateur Portable, PC, MacBook Pro, Xbox, PS4, téléphone Android avec Fonction de Type C"
"137,15",,"Haudang Z8350 Ordinateur portable 14,1"" HD léger et ultra fin 2+32G 64 bits Quad Core 1,92 GHz Appareil photo 10 2 Mp Blanc Prise britannique"
,"4,4 sur 5 étoiles","TECLAST F15 Pro Ordinateur Portable 15,6 Pouces, 12Go RAM 256Go SSD Windows 10 1920x1080FHD, Intel 10nm Core i3-1005G1 4-Thread CPU Turbo 3.4GHz, 1920×1080FHD, TF+HDMI+USB3.0+Type-C+RJ45 53.5Wh Métal"
"1 673,07","4,0 sur 5 étoiles",Asus Zenbook PC Portable UX535LI#B08DCX9JLW PC Portable; ASUS; Zenbook; UX535LI; Zenbook Pro 15
,"3,6 sur 5 étoiles","LincPlus P1 Ordinateur portable Ultrabook Full HD de 13,3"", Intel Celeron N4000 4 Go de RAM 64 Go eMMC mise à niveau avec SSD jusqu'à 512 Go, ordinateur portable en aluminium compact et clavier QWERTY"
"927,99","5,0 sur 5 étoiles","Lenovo ThinkBook 15 Gris Ordinateur Portable 39,6 cm (15.6"") 1920 x 1080 Pixels 10e génération de processeurs Intel® Core i5 16 Go DDR4-SDRAM 256 Go SSD Wi-FI 6 (802.11ax) ThinkBook 15,"
"2 589,84","1,0 sur 5 étoiles","Lenovo ThinkPad X1 Extreme Gen 3 Ordinateur Portable 15.6"" FHD (Intel Core i7-10750H, 16 Go RAM, 512 Go SSD, Windows 10 Pro)"
,"4,0 sur 5 étoiles","HP 17-ca1000nf PC Portable 17,3"" HD Argent (Lecteur DVD, AMD Ryzen 3, RAM 4 Go, 1 To, AZERTY, Windows 10)"
,,Acer Aspire A317-52-55Q2 Intel Core i5 Ordinateur Portable
"499,00","3,5 sur 5 étoiles",HP EliteBook 840 G3 14 Pouces 1920 x 1080 Full HD Intel Core i5 256 Go SSD 8 Go Win 10 Pro MAR Bluetooth Webcam Ordinateur Portable Ultrabook (reconditionné)
"471,39",,"Ordinateur Portable Ezbook S5 14 Pouces, Ordinateur Portable Mince 1920×1080 FHD, WLAN Double Bande, 6 Go RAM + 64 Go ROM, Batterie 4600 mAh, Notebook Win10 avec Processeur Apollo Lake N3350(#1)"
"486,57",,"HP Ordinateur portable 15,6"" HD Micro-Edge Intel 4-Core Pentium Silver N5030 jusqu'à 3,10 GHz, 4 Go de RAM, 128 Go SSD WebCam, USB-C, Ethernet, Pad, HDMI, Myrtix, Win 10 Home S"
,"3,6 sur 5 étoiles","Coolby 15,6 ""Slim Laptop PC, Super Light 2021 Intel J4115 4 Core 8 Go DDR4 Notebook, 256 Go SSD, 1080P Laptops, Windows 10 Pro High Speed ​​​​Silet PC Laptop - Gris"
"443,87",,"Ordinateur Portable, 2.4 GHz AMD A4-9120C, 4 Go, 32 Go eMMC 5.1, Chrome, 11.6"" HD IPS Tactile Glossy 250N, Noir"
"399,99",,"DELL Latitude E5270 2,4 GHz i5-6300U 12,5"" 1366 x 768 pixels Noir Ordinateur portable (reconditionné)"
,"3,9 sur 5 étoiles","TECLAST F15S Ordinateur Portable 15,6 Pouces Ultra Slim Notebook, 6Go RAM 128Go SSD(1To extensible) Windows10 Quad Core PC, 1920x1080FHD, Intel J3455 Turbo 2,3GHz, USB 3.0, Mini-HDMI, WIFI, Tout Métal"
"578,02",,"ASUS_VivoBook 15,6"" Écran tactile FHD, NanoEdge, Inetl Core i3-1005G1, 8 Go de RAM, 256 Go SSD, USB-C, FP, Webcam, clavier, Mytrix Ethernet, Win 10"
"1 120,32",,"MSI GE72 6QD Apacha Pro -849FR Ordinateur Portable Hybride 43,18"" Noir (Intel Core i5, 8 Go de RAM, 1 to, Nvidia GTX960M, Windows 10)"
"1 109,36","4,5 sur 5 étoiles","MSI Modern A10M-669 Gris Ordinateur Portable 39,6 cm (15.6"") 1920 x 1080 Pixels 10th gen Intel Core i5 8 Go DDR4-SDRAM 512 Go SSD Windows 10 Home Modern A10M-669, 10th gen Intel Core"
"789,00","2,0 sur 5 étoiles","Lenovo Ideapad 330-17Ast Ordinateur Portable 17"" Full HD Gris (Amd A4-9125, 4Go Ram, Stockage 1To HDd, Windows 10)"
"289,99",,"KUU Ordinateur Portable 15,6"" A8Pro, Notebook PC Inter Celeron J3455 Quad-Core CPU, PC Portable 6 Go DDR3 RAM 256 Go SSD, Windows 10 Laptop avec Port Ethernet RJ45, Écran PC FHD, Bluetooth 4.0, USB3.0"
"821,02",,"Lenovo ThinkBook 14 Gris Ordinateur Portable 35,6 cm (14"") 1920 x 1080 Pixels 10e génération de processeurs Intel® Core i5 8 Go DDR4-SDRAM 256 Go SSD Wi-FI 5 (802.11ac) Windows 10 Pro"
"285,31",,"PC Portable 13.3"" 6Go RAM 128Go SSD Intel Celeron_j3455 Quad Core CPU Ordinateur avec Double Bande 5G WiFi HDMI Windows 10 Homessd"
"229,60","3,1 sur 5 étoiles","Bigmac Windows 10 Ordinateur Portable Mini 10,1 Pouces 32 Go Ultra Mince et léger Netbook Intel Quad Core CPU PC HDMI WiFi USB Netflix Youtube (Blanc)"
"1 899,03",,"Dell XPS 13 7390 Intel Core i5-10210U Ordinateur Portable Slim Ultra Leger 13,3"" Full HD Silver 8Go de RAM SSD 256Go Intel UHD Graphics Windows 10 Home Clavier AZERTY Français"
,"4,5 sur 5 étoiles","Lenovo ThinkPad X1 Carbon Noir Ordinateur Portable 35,6 cm(14"")1920x1080 Pixels Intel®Core i7 de 8e génération i7-8565U 16 Go LPDDR3-SDRAM 512 Go SSD ThinkPad X1 Carbon,Intel®-Clavier QWERTY"
,"5,0 sur 5 étoiles","Peradix Microphone Conférence USB Omnidirectionnel, Plug &amp; Play, Bouton de Mise en Sourdine, Microphone D'ordinateur PC en Ligne, Chat Skype,Appel Zoom"
"19,99",,Tnb - TNB ELYTE MY-200 - Souris Filaire Gamer Confort - Noir
"380,66","3,5 sur 5 étoiles","Ordinateur portable Lenovo ThinkPad T430, Intel Core i5-3320M, écran 14"", Webcam, Win10 Pro (reconditionné)… (T430 - RAM 8 Go - SSD 128 Go)"
"439,00","4,3 sur 5 étoiles","CHUWI Ordinateur Portable Tactile 13,3'' FHD PC Portable Utra Léger LarkBook( 256 Go SSD,8 Go RAM,Intel Celeron N4120,Intel UHD Graphics)-WiFi, Mini HDMI, USB Type-C, Stéréo DTS, Laptop Windows 10"
"389,00","4,1 sur 5 étoiles","CHUWI Pc Portable GemiBook Ultrabook 13 Pouces Intel Celeron J4115 Win10 jusqu'à 2,5 GHz 12 Go de RAM 256 Go SSD 2160 x 1440 2K, Type-C 2,4 G / 5 G WiFi 38W"
"31,99","3,8 sur 5 étoiles",DTK Batterie pour Dell E5420 E5430 E5530 E6420 E6430 E6520 E6530 Inspiron 4420 5420 5425 7420 7520 4720 5720 M421R M521R N4420 N4720 N5420 N5720 N7420 Vostro 3460 3560 Ordinateur Portable [Li-ion 11.1v 5200mAh 6cells]
"324,41",,"Ordinateur portable 15,6"" avec système d'exploitation Windows 10 Pro, processeur Intel J3455 Quad Core, 8 Go de RAM, SSD 128 Go, écran Full HD 1920 x 1080, argent"
,"4,0 sur 5 étoiles","Acer Aspire 3 A315-56-3804 Ordinateur Portable noir 15.6"" FHD (Intel Core i3, 8Go de RAM, SSD 256Go, Intel HD Graphics, Windows 10S) - Clavier AZERTY (French)"
"1 135,26",,"Ordinateur Portable, 4.1 GHz AMD Ryzen 7 4700U, 2 x 8 Go, 512 Go SSD, Windows 10 Pro, 15.6"" FHD IPS AntiGlare 250N, Gris Minéral"
"269,00",,"techbite ZIN BIS 14.1"" ordinateur portable de bureau, 64 GB EMMC, ordinateur portable mince,grand pavé tactile, windows 10 pro, HD TN, Intel Celeron N3450 quad-core, 4 GB RAM, 5000 mAh, Clavier QWERTY"
"579,90","4,4 sur 5 étoiles","ASUS X509JA-EJ026T Argent Ordinateur portable 39,6 cm (15.6"") 1920 x 1080 pixels Intel® Core? i3 de 6e génération 4 Go 256 Go SSD Wifi 5 (802.11ac) Windows 10 H. comme"
"323,21",,"Ordinateur portable 15,6 pouces Intel Celeron J3455 Quad Core CPU, Full HD IPS 1366 × 768, 8 Go DDR3, SSD 128 Go, ordinateur portable gaming wifi"
"679,85",,"ASUS EXPERTBOOK P2451FA-EK0236R PC PORTABLE 14 FHD (i3-10110U, RAM 8Go, 256Go SSD NVMe, Windows 10Pro) Clavier AZERTY Français"
"599,00","4,4 sur 5 étoiles","Lenovo IdeaPad 3 15ALC6 Ordinateur Portable Ultraslim 15.6'' Full HD Gris Arctique (AMD Ryzen 5, RAM 8Go, SSD 256Go, AMD Radeon Graphics, Windows 10) - Clavier AZERTY (français)"
"199,00","4,2 sur 5 étoiles","CHUWI Herobox Pro Mini Pc Ordinateur de Bureau Intel Jasper Lake N4500 Windows10 OS de 1,1 GHz à 2,8 GHz, 8 Go de RAM 256 Go SSD, Extensible à 1 T HDD, HDPC 2.2, BT 4.0 et Type A, Type C, VGA"
"1 049,00","4,6 sur 5 étoiles","ASUS Vivobook S S533EQ-BQ132T PC Portable 15-15.9 FHD (I7 1165G7, RAM 16G, 512G SSD PCIE + OPTANE 32G, Nvidia MX 350 2G, WINDOWS 10) Clavier AZERTY Français"
