price,review,title
"329,00","3,9 sur 5 étoiles","CHUWI Tablette UBook 11.6 Pollics Tablette 2 en 1 Intel Gemini-Lake N4100 8 Go de RAM 256 Go SSD Windows 10 1920 * 1080, IPS 3500mAh"
,,"Lenovo IdeaPad Flex 5i 14ALC05 Ordinateur Portable Convertible et Tactile 14'' FHD Gris (Intel Core i5, RAM 16Go, SSD 512Go, Intel UHD Graphics, W10) - Clavier AZERTY rétroéclairé"
"921,15","5,0 sur 5 étoiles","Dell Latitude 5510 Ordinateur Portable 15.6"" Full HD Gris (Intel Core i5-10210U, 8Go de RAM, 256Go SSD, Intel UHD 620) Clavier AZERTY Français, Windows 10 Professionnel"
"1 199,00",,Asus to Check PC Portable UX534FA-AA192T PC Portable; ASUS; to checkUX534FA; Zenbook 15
"599,00","3,3 sur 5 étoiles","Ordinateur portable HP 840 G2 CPU i7 5600U @ 2,60 GHz – SSD 256 Go – RAM 8 Go – Intel HD – Écran 14"" FHD – WIN10 PRO 64 BIT (reconditionné certifié)"
"594,63","5,0 sur 5 étoiles",Acer Aspire A317-52-35TF Intel Core i3-1005G1 17.3pcs 4Go DDR4 256Go SSD W10 Noir
"499,00","3,8 sur 5 étoiles","HP EliteBook 840 G2 Ordinateur portable 14"" Intel Core i5 256 Go SSD Disque dur 8 Go Windows 10 L3Z73UA (certifié et reconditionné)"
"98,89",,Swiftswan 10.1 Pouces Grand écran S500 WiFi Lecteur de Musique réseau Ordinateur Portable Android 1G + 8G Ordinateur Portable d'opération Haute Vitesse
"1 296,99",,"GPD Win 3 - Console de Jeux Portable - Mini Ordinateur Portable Gaming avec écran Tactile, Processeur Intel Core i7-1165G7, 16 Go de RAM, SSD 1TB, Wi-FI"
,,
"1 867,87","4,1 sur 5 étoiles","MSI Creator 17M A10SE-260IT Ordinateur Portable 17,3"" FHD, Intel Core I7-10750H, 16 Go RAM DDR4 2666 MHz, 1 to SSD M.2 PCIe, Nvidia RTX 2060 6 Go GDDR6, Windows 10 Home"
"70,32","4,4 sur 5 étoiles","Targus - TSB238EU - Sac à dos en Polyester pour Ordinateur portable 16"" - Gris/Bleu"
"1 148,98",,"HP ZBook 15U G3 Mobile Workstation Ordinateur portable 15"" (38,1 cm) Noir (Intel Core i7, 8 Go de RAM, 1000 Go, Radeon, Windows 7)"
,,
"629,00","4,5 sur 5 étoiles","Acer Swift 3 SF314-41-R02A Ordinateur Portable Ultrafin 14'' FHD, PC Portable (AMD Ryzen 5 3500U, RAM 8Go, SSD 512Go, AMD Radeon Graphics, Windows 10) - Clavier AZERTY (Français), Laptop Gris"
"542,60","4,2 sur 5 étoiles","Lenovo Ideapad 15,6""Ordinateur Portable (AMD A4-3020e , 8 Go de RAM, SSD 256 Go,Radeon R3 Bluetooth, WiFi, Windows 10 Professional) Gris Clavier QWERTY Italien"
,,"Lenovo ThinkPad T490s Noir Ordinateur Portable 35,6 cm (14"") 1920 x 1080 Pixels 1,6 GHz Intel® Core i5 de 8e génération i5-8265U ThinkPad T490s, Intel® Core i5 de 8e génération,"
"37,99",,Casque USB 3.5mm avec microphone antibruit pour ordinateur portable Dragon reconnaissance vocale vocale PC casque pour centre d'appels Skype Chat avec prise jack 3.5mm pour téléphones portables
"670,78",,"HP AMD Athlon Silver 3050U Ordinateur portable 14"" (Beat i5-7200U), 16 Go de RAM, 1 To PCIe SSD, HDMI, Wi-Fi, Bluetooth, Ethernet, Mytrix, Win 10"
"19,99","4,2 sur 5 étoiles",NinjaBatt Batterie pour Dell E6400 E6410 PT434 E6500 M4500 E6510 W1193 M4400 KY265 4M529 M2400 MP303 PT650 MP490 312-0749 312-0748 312-0754 PP27L 1M215 - Haute Performance [6 Cellules/4400mAh/49wh]
"429,00","3,9 sur 5 étoiles","HP EliteBook 840 G3 14 pouces Ordinateur Portable - Core i5 2,3 GHz CPU, 8 Go de RAM, 256 Go SSD, Windows 10 Pro (Reconditionné)"
,"4,7 sur 5 étoiles","Microsoft Surface Pack Exclusif Pro 7 Ordinateur portable (Windows 10, écran tactile 12,3"", Intel Core i5, 8 Go RAM, 128 Go SSD) + Clavier français AZERTY Type Cover Noir + Stylet Surface Platinum"
,"4,1 sur 5 étoiles","Acer Aspire 3 (A315-34-C22U) PC Portable 15.6"" Windows 10 Home en Mode S - Écran FHD Intel Celeron N4120, 4 Go de RAM, DDR4 128 Go M.2 PCIe SSD, Intel UHD Graphics 600"
"1 986,89","4,5 sur 5 étoiles","HP Pavilion Gaming 15-dk0010ng Noir Ordinateur Portable 39,6 cm (15.6"") 1920 x 1080 Pixels 2,6 GHz 9th gen Intel® Core i7 i7-9750H Pavilion Gaming 15-dk0010ng, 9th gen Intel® Core i7, 2,"
"279,95","3,6 sur 5 étoiles","PRIXTON Netbook Pro - Ordinateur Portable / Laptop Notebook Écran 14,1 "", Windows 10 Pro, Intel Apollo Lake N3350, RAM 4 Go / ROM 64 Go, Clavier Espagnol"
"367,50","2,5 sur 5 étoiles","Intel J3455 Quad Core CPU, Ordinateur Portable 15.6"" Ordinateur Portable PC Windows 10 Pro Système d'exploitation, 8Go de RAM, SSD 128Go Full HD 1920x1080, Mode et Ultra Mince U2"
,"3,9 sur 5 étoiles","Acer Aspire 3 A315-34-P938 Ordinateur Portable 15.6'' FHD, PC Portable (Intel Pentium Silver N5000, RAM 8Go, SSD 128 Go + HDD 1 To, Intel UHD Graphics, Windows 10) - Clavier AZERTY - Laptop Noir"
"392,78","3,0 sur 5 étoiles","Lenovo ThinkCentre M900 Tiny Mini PC | Intel Cores i7-6700T 2,8 GHz | RAM 8 Go | SSD 240 Go | Display Port USB 3 | Wifi | Windows 10 Pro (reconditionné)"
"1 299,00","4,4 sur 5 étoiles","Dell Inspiron 14-7400 Intel Core i7-1165G7 EVO Ordinateur Portable 14,5"" Full HD Silver 16Go de RAM SSD 512Go NVIDIA GeForce MX330 Windows 10 Home Clavier AZERTY Français"
"978,99","5,0 sur 5 étoiles","Lenovo ThinkPad E15 Noir Ordinateur Portable 39,6 cm (15.6"") 1920 x 1080 Pixels 10e génération de processeurs Intel® Core i5 8 Go DDR4-SDRAM 256 Go SSD Windows 10 Pro ThinkPad E15, 10e"
"429,00","4,4 sur 5 étoiles","IdeaPad 3 14ADA05 Ordinateur Portable 14"" FHD (AMD 3020e, 4 Go de RAM, 256 Go SSD, AMD Radeon Graphics, Windows 10) - Clavier AZERTY (français)"
"1 002,78","5,0 sur 5 étoiles","Lenovo ThinkPad E14 Noir Ordinateur Portable 35,6 cm (14"") 1920 x 1080 Pixels 10e génération de processeurs Intel Core i5 16 Go DDR4-SDRAM 512 Go SSD Windows 10 Pro ThinkPad E14, 10e 20RA001MGE"
"1 330,99","4,9 sur 5 étoiles","Lenovo ThinkPad E15 Noir Ordinateur Portable 39,6 cm (15.6"") 1920 x 1080 Pixels 10e génération de processeurs Intel® Core i5 16 Go DDR4-SDRAM 512 Go SSD Windows 10 Pro ThinkPad E15,"
,,
,"4,2 sur 5 étoiles","Lenovo Ideapad L340 Ordinateur portable Gaming 17,3"" Full HD Noir (Intel core i5, RAM 8 Go, SSD 512 Go,NVIDIA GeForce GTX 1650, Windows 10) - Clavier AZERTY (français)"
"336,81","1,5 sur 5 étoiles","BlueBose Ordinateur Portable HD 15,6 Pouces pour Ordinateur Portable Windows 10 Home,Processeur Quad Core Atom, 128 Go eMMC 4 Go de Stockage RAM, PC Ultrabook Mince et léger (Argent 128GB)"
,"5,0 sur 5 étoiles","HP EliteBook 820 G3 12,5"" Intel Core i7 256 Go SSD 8 Go de mémoire Windows 10 Pro MAR Webcam Business Notebook Ordinateur portable (certifié et reconditionné)"
"2 348,00","4,1 sur 5 étoiles",Razer Blade Gaming Ordinateur Portable Advanced Model 2020 : Gaming Notebook FHD-300HZ / RTX 2070S
,,
,"3,7 sur 5 étoiles","Thomson NEO14A-4SL64 Ordinateur Portable 14, 1"" SILVER - Windows 10 Home - Processeur Intel Atom - 4 Go de RAM - 64 Go de stockage - écran HD"
,,"LHMZNIY Ordinateur portable S1, 15,6 pouces 1920 x 1080 IPS écran Windows 10 Pro Notebook Intel Celeron J4125 PC 8 Go RAM + SSD 256 Go double bande WiFi Bluetooth 2,3 GHz"
"543,52",,"HP Ordinateur portable 15,6"" HD Micro-Edge Intel 4-Core Pentium Silver N5030 jusqu'à 3,10 GHz, 8 Go de RAM, 256 Go de SSD, WebCam, USB-C, Ethernet, Numberpad, HDMI, Myrtix, Win 10 Home S"
"1 061,42",,"Lenovo ThinkBook 13s G2 ITL Ordinateur Portable 13,3"" (Intel Core i5 11e gén, 8 Go RAM, 256 Go SSD, Windows 10 Pro, Gris) - Clavier AZERTY Rétroéclairé"
"369,00","3,9 sur 5 étoiles","CHUWI UBook Tablette PC 11,6 Pouces 2 en 1 Intel Gemini Lake N4100 8 Go RAM 256 Go SSD Windows 10 1920 * 1080, IPS 3500mAh(Clavier+Stylet)"
"509,00","4,2 sur 5 étoiles","CHUWI Ordinateur Portable CoreBook X 14 Pouces avec Intel Core i5-8259U (jusqu'à 3,8 GHz) 8 Go de RAM 512 Go SSD Résolution 2160 x 1440 Windows 10 Notebook PC Wi-FI BT4.2 Type-C PD2.0 46,2Wh"
"429,00","4,2 sur 5 étoiles","CHUWI Ordinateur Portable GemiBook Pro 14 Pouces Windows 10 Intel Celeron J4125 avec 8 Go de RAM 256 Go SSD 2160 x 1440 Pixels Wi-FI, BT5.1, USB-C"
,,
,,
"181,73",,Ordinateur Portable J3355 14 Pouces écran LCD 1080p HD Ultra-Mince léger Ordinateur Portable avec mémoire 6 + 64G Prise en Charge du Disque Dur Windows 10
,"4,0 sur 5 étoiles","Dell Inspiron 14 5401 Ordinateur Portable 14"" Full HD Argent (Intel Core i7, 8Go de RAM, 512Go SSD, NVIDIA GeForce MX330 with 2GB GDDR5 graphics memory, Windows 10 Home) Clavier AZERTY Français"
,,
"611,30",,"HP Ordinateur portable HD Micro-Edge 15,6"" (39,6 cm) - Intel 4-Core Pentium Silver N5030 jusqu'à 3,10 GHz, RAM 16 Go, disque dur 1 To, Webcam, USB-C"
,,"EMUKOEP Ordinateur portable ONE-Netbook 8,4"" Ultrabook Intel Core m3-8100Y 2560 x 1600 IPS écran 2560 x 1600, Windows 10, lecture vidéo 4K, WiFi 2,4 GHz, USB 3.0"
,,
,"4,1 sur 5 étoiles","Dell Latitude 3410 Ordinateur Portable 14"" Full HD Gris (Intel Core i5-10210U, 8Go de RAM, 256Go SSD, Intel UHD) Clavier AZERTY Français, Windows 10 Professionnel"
,"4,0 sur 5 étoiles","Ordinateur portable 15,6"" - Processeur Intel M-5Y51 - Windows 10 Pro OS - 8 Go de RAM - SSD 128 Go - WiFi - Bluetooth - Écran Full HD 1920 x 1080 - Webcam HD - Pavé numérique indépendant - U10"
"324,22",,"Ordinateur portable 15,6"" - Windows 10 Pro - Intel J3455 jusqu'à 2,3 GHz - RAM DDR3 8 Go - SSD 128 Go - Écran HD 1366 x 768 IPS - Wi-Fi - Bluetooth - Webcam - Travail à distance - USB 3.0 - HDMI"
,,"HP ZBook 15 G2 (15,6"" FHD) Ordinateur portable i7-4810 3,80 GHz 16 Go SSD + 500 Go HDD Win10 Pro Bluetooth 4.2 USB 3.0 HD Webcam"
"25,99","4,7 sur 5 étoiles","HYZUO 14 Pouces Housse Ordinateur Portable PC Serviette Sacoche Compatible avec Lenovo Flex 14/IdeaPad 3 14/HP Pavilion X360 14/Stream 14/Dell Inspiron 14/ASUS VivoBook Flip 14/Acer Spin 7, Gris foncé"
"29,99","4,4 sur 5 étoiles","FINPAC Housse Étui pour HP Chromebook x360 12b-ca0010nf, Macbook 11,6"" et autre ordinateur portable jusqu'à 11,6 pouces Sacoche de protection Sac à bandoulière avec pochette pour accessoires"
,,
"379,99","3,8 sur 5 étoiles","Ordinateur Portable 14.1 Pouces, TECLAST F7 Plus 2 Portable PC, 8Go RAM 256Go SSD, Intel Quad-Core N4120 Ultrabook, FHD 1920x1080, Windows 10, 38000mWh Akku, Bluetooth, Bi-Bande WiFi, 2X USB 3,0"
"1 969,71",,"Samsung Galaxy Book Pro LTE Ordinateur Portable, Intel Core i7, 13,3"", 16 Go de RAM, mémoire 512 Go, Couleur Mystic Blue"
"408,89","4,6 sur 5 étoiles",ASUS NOTEBOOK X509MA N4020/4GB/256GB-SSD/W10PRO/OPEN OFFICE .
"340,99",,"Ordinateur Portable HD de 14 Pouces, Ordinateur Portable à écran FHD 1920 × 1080, 4 Go de RAM + 64 Go de ROM, Bluetooth 4.0 sans Fil intégré, Ordinateur avec DC, USB, Prise Casque et Mini HDMI"
,,
"607,00","4,2 sur 5 étoiles","Ordinateur portable Ordinateur portable HP 255 G7 jusqu'à 2,6 GHz Écran 15,6 "", Ssd M.2 256 Go, RAM 4 Go Ddr4, Radeon R3 / HDMI, Graveur de CD DVD RW, Wifi, Bluetooth, Windows 10 pro + Office pro 2019"
,"4,5 sur 5 étoiles","Lenovo Ordinateur Portable V15-IIL 82C500HGFR (15.6"") (Gris)"
,,
,"4,1 sur 5 étoiles","HP Chromebook 14a-na0012ng (14""/Full HD) Chromebook (ChromeOS, Intel Celeron N4000, 32 Go eMMC, 12 Mois Gratuit 100 Go d'espace de Stockage sur Google One, Carte Graphique Intel UHD) Argent"
,,
,"4,2 sur 5 étoiles","Lenovo Ideapad L340 Ordinateur portable Gaming 17,3"" Full HD Noir (Intel core i5, RAM 8 Go, SSD 512 Go,NVIDIA GeForce GTX 1650, Windows 10) - Clavier AZERTY (français)"
"141,49","3,3 sur 5 étoiles","Ba30DEllylelly Ordinateur Portable Ultra-Mince 14,1 Pouces Netbook 1366 * 768P Affichage Pixel 2 Go + 32 Go pour Windows10"
"594,01","4,0 sur 5 étoiles","HP Ordinateur portable 14"" HD Micro-Edge Slim Platinum Intel Quad-Core Pentium Silver N5030 jusqu'à 3,10 GHz, 16 Go de RAM, 512 Go de SSD, USB-C"
"649,00","4,3 sur 5 étoiles","Memory PC Intel Core i5-9500F PC 4.4 GHz Turbo 6X, 16 Go DDR4, 480 Go SSD + 2000Go, NVIDIA GT 710 2Go, Windows 10 Pro 64bit"
"399,99","3,8 sur 5 étoiles","Ordinateur Portable 14,1 Pouces TECLAST F7 Air Ultra-Mince, 8Go RAM LPDDR4 256Go SSD Ultrabook, Windows 10, 1920X1080 IPS, Intel Gemini Lake Celeron N4120, Corps en métal, Roségold"
,,"LHMZNIY Ordinateurs Portables 15,6"" Laptop Processeur CPU Intel J4125 Écran IPS 1920*1080 PC Windows 10 Pro MateBook Coque Métallique 8Go RAM 512Go SSD Double Bande WiFi Rétro-Éclairé Clavier Notebook"
,,
,"4,1 sur 5 étoiles","Dell XPS 139380 Ordinateur Portable Slim Ultra Leger  13,3"" Full HD Silver (Intel Core i5, 8Go de RAM, SSD 256Go, Intel UHD Graphics, Windows 10 Home) Clavier AZERTY Français Ancien Modèle"
"259,99","3,7 sur 5 étoiles","KUU A8S 15,6"" Ordinateur Portable, Inter Celeron J3455 PC Portable, 6 Go de RAM SSD 256 Go, Notebook PC Écran PC FHD avec Port Ethernet RJ45 et Bluetooth 4.0, Windows 10 Laptop"
,,
,,
,"5,0 sur 5 étoiles","HP Ordinateur Portable 255 G7 198C3ES (15.6"") (Argent)"
,,
"977,00","4,5 sur 5 étoiles","Microsoft Surface Laptop 3 Ordinateur Portable (Windows 10, Écran Tactile 13"", Intel Core i5, 8Go RAM, 256Go SSD, Noir, Finition Métal, Clavier AZERTY Français)"
"326,54","3,5 sur 5 étoiles","Ordinateur portable 15,6"" Intel J3455 Quad Core, 8 Go de RAM, SSD 128 Go, USB 2.0, USB 3.0, travail à domicile, Windows 10 Pro, Micro Edge 1366 x 768"
"481,33","3,9 sur 5 étoiles","HP EliteBook 840 G2 Ordinateur Portable 14'' (Core i5-5200U, 8 Go de RAM, Disque SSD 256 Go, WiFi, Windows 10 Professionnel, Clavier AZERTY Français)(Reconditionné)"
"641,98",,"ASUS_VivoBook 15,6"" FHD Ordinateur portable tactile 1080p NanoEdge, Inetl Core i3-1005G1, 12 Go de RAM, 512 Go SSD, USB-C, FP, Webcam, clavier, Mytrix Ethernet Hub, Win 10"
,,
,"4,2 sur 5 étoiles","Acer Aspire 3 A315-23-R875 Ordinateur Portable 15.6"" FHD (AMD Ryzen 3, 4Go de RAM, SSD 256Go, AMD Radeon Graphics, Windows 10H) Ancien Modèle"
"319,99","3,5 sur 5 étoiles","Ordinateur Portable 14 Pouces, TECLAST F7S Ultrabook 8Go RAM 128Go ROM Windows10 PC Portable, Intel N3350 Processeur, 1920X1080FHD, 38000mWh, 2.4G/5G WiFi, USB 3.0*2, Mini HDMI, DC, TF Expansion"
,,
,,
"279,90","4,1 sur 5 étoiles","Samsung Chromebook 4 - Laptop 64GB, 4GB RAM, Platin Titan"
"699,99","4,4 sur 5 étoiles","Lenovo IdeaPad 3 17ALC6 Ordinateur Portable 17.3'' HD+ Gris (AMD Ryzen 5, RAM 8Go, SSD 512Go, AMD Radeon Graphics, W10) - Clavier AZERTY"
,,
,"3,8 sur 5 étoiles","MSI Modern 15 A11SB-011ES – Ordinateur portable 15,6"" FullHD (Intel Core i7-1165G7, 16 Go RAM, 1 To SSD, NVIDIA GeForce MX450, Windows 10 Home Plus) Gris carbone – Clavier QWERTY espagnol"
,,
"395,32","3,2 sur 5 étoiles","Acer Aspire 3 A314-41-634W Ordinateur portable 14""HD Noir (AMD Dual-Core A6, 4 Go de RAM, SSD 128Go,AMD Radeon R4, Windows 10) [Ancien Modèle]"
,,
,,
"549,99","3,3 sur 5 étoiles","Ordinateur Portable HP 255 G7 15.6 AMD A4 2,60 GHz Turbo Ram 8 Go DDR4/SSD M.2 512 Go,Radeon R3 Graphic, Windows 10 Professional,Bureau,USB 3.0/WiFi/,Clavier QWERTY Italien"
,"4,4 sur 5 étoiles","Ordinateur portable Thomson ULTRABOOK Neo Z3 13.3"" Full HD Qualcomm 8Go RAM 512 Go stockage"
"129,00","2,9 sur 5 étoiles",Fancy Cherry® 10 pulgadas 8 Go Android Laptop Netbook Laptop Ultrabook Clavier Français Cámara WiFi HDMI Netflix Youtube (Bolsa Para Laptop + Souris + Souris + auriculaire)
"1 060,25","4,8 sur 5 étoiles","ACER Nitro 5 AN517-52-52NG Ordinateur Portable gaming 17"" FHD (Core i5-10300H, 8Go de RAM, SSD 512Go , NVIDIA GeForce GTX 1650, Windows 10) Ancien Modèle"
,,
"36,99","4,0 sur 5 étoiles","Support Ordinateur Portable, Yanavee Support pour Ordinateur Portable Réglable Support pour Ordinateur Portable Ergonomique en Aluminium Support de Support pour 10""-17"" Ordinateur Portable"
"22,99","4,2 sur 5 étoiles","Enceintes PC Mini USB Haut-Parleur pour Ordinateur de Bureau, PC Windows, Portable Ordinateur"
"1 003,55",,"Ordinateur portable Acer Cpu Ryzen 7 5700U 8 cœurs, RAM 16 Go, SSD M.2 512 Go + HD 1 To, écran 15,6"" Full HD IPS, clavier rétro-éclairé, Fingerprint, 4 USB, Wi-Fi 6, HDMI, LAN Win 10, prêt à l'emploi."
"381,74","2,9 sur 5 étoiles","Lenovo Ordinateur portable V15 avec écran HD de15,6"", processeur AMD 3020e à 2 cœurs jusqu'à 2,6 GHz, 8 Go de RAM DDR4, disque dur SSD de 256 Go, Windows 10 Professional, Open Office"
"419,00",,Apple MacBook Pro A1278 (EMC 2554) 13'' i5 2.5GHz - Grade B - Ordinateur Portable Apple
,"4,1 sur 5 étoiles","Dell Inspiron 17 2-en-1 7791 Ordinateur Portable Tactile Convertible 17,3"" Full HD Silver (Intel Core i5, 8Go de RAM, SSD 256Go, NVIDIA GeForce MX250 2Go, Windows 10 Home) Clavier AZERTY Français"
,,
,"4,3 sur 5 étoiles","Acer Chromebook CB315-3H-C2HN Ordinateur Portable 15.6"" HD (Celeron N4000, 4 Go de RAM, 32 Go eMMC, UHD Graphics 600, Chrome OS)"
,,
"1 349,00","4,4 sur 5 étoiles","ASUS TUF506IU-HN222T PC Portable Gaming 15-15.9 FHD (AMD Ryzen R7-4800H, RAM 16G DDR4 , 512GB SSD, Nvidia GTX 1660 Ti - 6GB GDDR6, WINDOWS 10) Clavier AZERTY Français"
"811,34",,"Ordinateur Portable, 4.20 GHz Intel Core i5-1135G7, 8 Go, 256 Go SSD, Windows 10 Pro, 15.6"" FHD IPS AntiGlare 250N, Gris Minéral"
,,
"524,72","4,0 sur 5 étoiles","HP Ordinateur portable 14"" HD Micro-Edge Slim Platinum Intel Quad-Core Pentium N5030 jusqu'à 3,10 GHz, RAM 4 Go, SSD 512 Go, USB-C, Webcam, HDMI, Ethernet, souris sans fil, câble Mytrix_HDMI, Win 10"
,,
,,
"34,99","4,9 sur 5 étoiles","Sac à dos Anime pour ordinateur portable pour garçons, sacs d'école pour adolescents garçons"
,,
"349,99","4,0 sur 5 étoiles","Jumper 14"" FHD Ordinateur Portable 8Go DDR4 256Go SSD PC Portable Windows 10 Netbook Intel Quad Core Processor , WiFi Bi-Bande, USB3.0 Mémoire Extension Carte TF 256 Go TF et SSD 1 to"
"279,99","4,1 sur 5 étoiles","Jumper Ordinateur Portable Microsoft Office 365,PC Portable FHD 13.3 Pouces,4Go DDR3,64Go eMMC,Mémoire Extensible SSD 1 to et 256Go TF,Intel Celeron CPU,WiFi Bi-Bande,Windows 10, Bluetooth 4.2"
"469,90","4,1 sur 5 étoiles","Lenovo V V15 15.6"" 1920 x 1080 Pixels AMD Ryzen 3 8 GB 256 GB SSD Windows 10 Home"
,,
,,"Lenovo ThinkPad E14 Gen 2 Ordinateur Portable Ultraslim 14"" FHD (Intel Core i5 11e gén, 8 Go RAM, 256 Go SSD, Windows 10 Pro, Noir) - Clavier AZERTY Rétroéclairé"
,"4,5 sur 5 étoiles",Portable ACER Nitro AN517-52-55AW Noir Intel Core i5-10300H 8Go 512Go NVIDIA® GeForce RTX™ 3060 6Go 17.3'' FHD IPS Mate WIN10 DAS 1.12
"495,00","1,0 sur 5 étoiles","Ordinateur portable Dell E5470 14"" Intel Core i5-6300U 2,40 GHz 8 Go RAM 240 Go SSD Win 10 Pro - Grade A - Webcam"
"229,99",,"Ordinateur Portable 13 Pouces, 6GO RAM 256GO SSD Pc Portable , Intel Celeron J3455 CPU, Notebook Windows 10 PC mit USB 3.0 und Blueetooth 4.0, PC Écran Résolution de l'affichage (1366x768)"
"339,00","5,0 sur 5 étoiles","HP EliteBook 820 G1 - PC Portable - 12.5'' - (Core i5-4200U / 1.90 GHz, 8Go de RAM, Disque SSD 128Go SSD, WiFi, Windows 10, AZERTY Clavier) (Reconditionné)"
,,
"379,99","5,0 sur 5 étoiles","Blackview Acebook 1 Ordinateur Portable 14'' FHD 1920*1080 (Intel Celeron N4120, 4 Cœurs 4 Fils, RAM 4Go, SSD 128 Go, Intel UHD Graphics 600, Windows 10 Home S, 45600mWh) PC Portable WiFi 5G/BT4.2"
"999,99","4,6 sur 5 étoiles","HUAWEI MateBook 14 2020 Ordinateur Portable, 14'' Ecran Tactile, Intel core i7-10510U, 16 Go RAM, 512Go SSD, MX350, Windows 10 Home, Clavier Français AZERTY, Gris"
,,
,,
"279,99",,"Ordinateur Portable 15,6 Pouces, 6GO RAM 256GO SSD Pc Portable , Intel Celeron J3455 CPU, Notebook PC Écran PC FHD avec Port Ethernet RJ45 et Bluetooth 4.0, Windows 10 Laptop"
,"4,7 sur 5 étoiles","Lenovo Legion 5i Ordinateur Portable Gaming 15.6'' Full HD (Intel Core i5, RAM 8Go, SSD 512Go, NVIDIA GeForce GTX 1660 Ti, Windows 10) - Clavier AZERTY (français)"
"499,90","3,8 sur 5 étoiles","ASUS VivoBook Ordinateur Portable 15.6 HD LED, Intel Dual Core , RAM 4 Go, Disque Dur 500 Go, Complet de Windows 10 Professional ,avec souris libre (Clavier QWERTY italien)"
,,
"964,89","1,0 sur 5 étoiles","ASUS EXPERTBOOK B1500CENT-BQ1659R PC Portable 15 FHD (i7-1165G7, RAM 16Go, 512Go SSD NVMe, Windows 10Pro) Clavier AZERTY Français"
"169,99",,"Ba30DEllylelly Ordinateur Portable Internet de Bureau Ultra-Mince Quad-Core de 15,6 Pouces à Faible consommation d'énergie Ordinateur Portable à écran LED Bleu"
"42,80",,"hjh OFFICE Support pour ordinateur portable 10-17,3"" en aluminium, hauteur et angle réglables, ergonomique, argent 830100"
"649,00","3,4 sur 5 étoiles","Lenovo ThinkBook 15 G2 ITL Ordinateur Portable 15,6"" (Intel Core i3 11e gén, 8 Go RAM, 256 Go SSD, Windows 10 Pro, Gris) - Clavier AZERTY Rétroéclairé"
"3 093,79",,"ASUS ProArt StudioBook Pro 17 W700G2T-AV002R Gris Ordinateur Portable 43,2 cm (17"") 1920 x 1200 Pixels Intel® Core i7 de 9e génération 16 Go DDR4-SDRAM 1000 Go SSD Windows 10 Pro ProArt"
,,BOLO Grande sacoche en cuir pour ordinateur portable
"15,99",,Baona Tapis de Souris en Mousse à mémoire de Forme pour Ordinateur et Ordinateur Portable M Gray M Set
,,
,,
,,
,"4,5 sur 5 étoiles","ASUS Chromebook C523NA-A20071 Ordinateur Portable Tactile 15.6"" FHD (Celeron N3350, RAM 8 Go, eMMC 64 Go, Chrome OS) Clavier AZERTY Français"
"396,00","3,8 sur 5 étoiles","BMAX Y11 Ordinateur Portable, Ordinateur Portable Convertible Tactile 2 en 1 de 11,6 Pouces FHD 1080P (Intel Quad Core N4120, 8 Go de RAM, SSD 256 Go, Windows 10 Home) Corps Totalement métallique"
,,
,,
,,
,,
"349,00","4,1 sur 5 étoiles","HP EliteBook 820 G2 - PC Portable - 12.5'' - (Core i5-5200U / 2.20 GHz, 8Go de RAM, Disque SSD 128Go SSD, WiFi, Windows 10, AZERTY Clavier) Modèle très Rapide (Reconditionné)"
,,
,,
,,
,,
"429,99","4,4 sur 5 étoiles","Ordinateur portable HP Revolve 810 G3 11"" Touch Intel Core i7-5600U 2,60 GHz 8 Go RAM 240 Go SSD Win 10 Pro - Webcam (reconditionnée)"
"2 399,00","4,0 sur 5 étoiles","Alienware M17 R4 Intel Core i7-10870H Portable Gamer 17,3"" Full HD Lunar Light 144Hz 16Go de RAM SSD 1To NVIDIA GeForce RTX 3060 6Go GDDR6 Windows 10 Home Clavier AZERTY"
"289,99","3,5 sur 5 étoiles","KUU Ordinateur Portable A10 15,6'' FHD IPS Écran, PC Portable Intel Celeron J4125, 8Go RAM 256Go SSD Notebook PC, Windows 10 Ultra-Fin Laptop, Ordinateur Business Office Domicile, Clavier Noir"
,,
"547,50",,"Acer Ordinateur portable Intel Gold 6405U, RAM 12 Go, double disque dur 1128 Go, écran 14"" Full HD, 4 USB, Wi-Fi, HDMI, Bluetooth, webcam, Windows 10 Pro, LibreOffice, antivirus, prêt à l'emploi"
,,
"2 399,00",,Dell XPS 15 9510 Ordinateur Portable Intel Core i7-11800H 15.6'' FHD+ Silver 16 Go de RAM 512 Go NVIDIA GeForce RTX 3050 Ti 4 Go Windows 10 Home Clavier AZERTY Français rétroéclairé
"1 299,00","3,5 sur 5 étoiles","Dell Inspiron G3 15 3500 Intel Core i7-10750H PC Portable Gamer 15,6"" FHD 144 Hz Eclipse Black 8 Go de RAM SSD 512 Go NVIDIA GTX 1660Ti 6GB GDDR6 Windows 10 H Clavier AZERTY Français rétroéclairé"
"99,00","1,7 sur 5 étoiles",Bigmachine 7 Pouces Portable Mini Ordinateur Portable PC Netbook pour Enfants Android 5.1 Quad Core 8 Go WiFi intégré caméra Netflix Youtube HDMI Port Flash Player (Rouge)
"419,90","4,4 sur 5 étoiles","Asus Ordinateur portable X515MA-BR037 15,6"" HD, Intel N4020, 2 cœurs jusqu'à 2,8 GHz, DDR4 4 Go RAM, 256 Go SSD, Endless"
,,
